a00_cle_idweb,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,g04_01_date_publication,g04_02_date_limite_reponse,g04_03_date_fin_diffusion,g04_04_classes,g04_07_dep_publication,g04_08_dep_prestation,g04_09_resume_objet,d01_01_denomination,d01_02_code_ident_national,d01_03_correspondant,d01_04_contact,d01_05_adjudicateur_nuts,d01_06_adresse,d01_07_cp,d01_08_ville,d01_09_pays,d01_10_tel,d01_11_poste,d01_12_fax,d01_13_mel,d01_14_url,d01_15_url_profil_acheteur,d01_16_url_information,d01_17_url_participation,d01_18_url_document,d01_19_url_outil_logiciel,d01_20_agit_pour_autre_compte_oui,d01_21_agit_pour_autre_compte_non,d01_22_loi_compte_autre_pays,d01_23_organisme_acheteur_central_oui,d01_24_organisme_acheteur_central_non,d05_03_type_marche,g04_051_descripteurs_codes,g04_052_descripteurs_libelles,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-133547,fns,cmp2006,appeloffre,initial,2019-09-03,1570028400000.0,2019-11-03,,['75'],,Le présent marché a pour objet des travaux de remplacement des systèmes d'extraction des gaz d'échappement dans l atelier de réparation de véhicules situé sur le site de Pantin (75 rue Denis,Ministère de l'Intérieur,,"Mlle SEKOUM Sabrina, Ministère de l'Intérieur SG/DEPAFI",,,40 avenue des Terroirs de France,75012,Paris,,,,,,,,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[360],['Ventilation'],non,oui
19-133337,fns,cmp2006,appeloffre,initial,2019-09-03,1570532400000.0,2019-10-08,,['75'],,"Création de Bâtiments modulaires, Centre Sportif Déjerine, 36 rue des Docteurs Déjerine, 75020 PARIS, opération traitée en deux lots juridiques:- Lot 1: Démolition/Curage/Préparation du terrain- ..",Ville de Paris,," Sous direction des achats SA4 -BI - DJS Bureau des marchés, Ville de Paris - Direction des Finances et des Achats",,,7 avenue de la Porte d'Ivry,75013,Paris,,01-71-28-60-63,,,dfa-bm5@paris.fr,http://www.paris.fr,https://marches.maximilien.fr,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[27, 87, 366]","['Bâtiments modulaires', 'Démolition', 'Voirie et réseaux divers']",non,non
19-133632,fns,cmp2006,appeloffre,initial,2019-09-03,1570014000000.0,2019-10-02,,['94'],,"Remise en conformité des installations d'inertage et de détection incendie sur les sites de production d'Eau De Paris, situés à ORLY et L'Hay-Les-Roses",EAU DE PARIS,," GESTIN Benjamin, Directeur Général",,,19 RUE NEUVE TOLBIAC,75013,PARIS,,,,,sach-edp@eaudeparis.fr,http://www.eaudeparis.fr,https://www.marches-publics.info,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[90, 332]","['Détection incendie', 'Sécurité incendie']",non,non
19-133329,fns,cmp2006,appeloffre,initial,2019-09-03,,2019-09-30,,['75'],,Marché de travaux pour le Remplacement des onduleurs informatiques et de l'onduleur médical sur l'Hôpital Européen Georges Pompidou du Groupe Hospitalier Universitaire APHP Centre - Universi,Hôpitaux Universitaires Paris Ouest,,Mme SCAZZOLA MUSCAT Christel,,,20 rue Leblanc,75015,Paris,,01-56-09-59-47,,,cellule.marches.egp@aphp.fr,https://www.marches-publics.gouv.fr/,https://www.marches-publics.gouv.fr/,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[465],['Onduleur'],non,non
19-133148,mapa,cmp2006,attribution,initial,2019-09-03,,2019-11-03,,['75'],,formation prise en compte du 3ème âge et du handicap dans le tourisme et les loisirs,ANGDM,,"M. Le Directeur Général, ANGDM",,,1-3 Avenue de Flandre,75019,Paris,,01-48-01-89-50,,01-48-01-89-59,marches.publics@angdm.fr,http://www.angdm.fr,http://www.marches-publics.gouv.fr,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}",[410],['Formation'],non,non
19-133651,fns,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-09-17,,"['87', '75']",,Travaux de restructuration du tribunal administratif de Limoges.,Conseil d'Etat,,"Mme TISBA Vanessa, Conseil d'Etat - Direction de la prospective et des finances",,,1 Place du Palais Royal,75100,Paris cedex 01,,01-72-60-56-67,,01-40-20-88-48,bureaumarchespublics@conseil-etat.fr,https://www.conseil-etat.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=445005&orgAcronyme=d2v,,,,,,,,,,,[345],"[""Tous corps d'état""]",non,non
19-132526,joue,directive24,intentionconclure,initial,2019-09-03,,2019-10-02,,['75'],,Prestations de conseil juridique pour la Cnaf en droit social,CNAF,,,,FR101,32 avenue de la Sibelle,75685,Paris cedex 14,,,,,demat@cnaf.fr,http://www.caf.fr,https://cnaf.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<AGIT_POUR_AUTRE_COMPTE_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>",,,"<?xml version=""1.0"" encoding=""UTF-16""?>
<ORGANISME_ACHETEUR_CENTRAL_NON xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>","{'travaux': None, 'fournitures': None, 'service': ''}","[274, 434]","['Prestations de services', 'Assistance juridique']",non,non
19-133144,mapa,cmp2006,appeloffre,initial,2019-09-03,1569841200000.0,2019-09-30,,['76'],,Numéro de la consultation : 19DPB26 MISSION D'ETUDE DE FAISABILITE ET DE PROGRAMMATION : CONSTRUCTION D'UNE PISCINE,COMMUNE DE ROUEN,," ROBERT Yvon, Pouvoir Adjudicateur",,,"Hôtel de Ville, 2 place du Général de Gaulle, CS31402",76037,ROUEN CEDEX,,02-76-08-90-05,,02-35-08-87-22,commande-publique@rouen.fr,https://www.rouen.fr/,https://www.mpe76.fr,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}","[265, 433]","['Piscine', ""Assistance à maîtrise d'ouvrage""]",non,non
19-133219,mapa,cmp2006,appeloffre,initial,2019-09-03,1569495600000.0,2019-09-26,,['76'],,Numéro de la consultation : 19DEPN16 Travaux de remplacement du réseau d'adduction d'eau d'irrigation au centre de production horticole de Franqueville Saint Pierre - Ville de Rouen,COMMUNE DE ROUEN,," ROBERT Yvon, Pouvoir Adjudicateur",,,"Hôtel de Ville, 2 place du Général de Gaulle, CS31402",76037,ROUEN CEDEX,,02-76-08-90-05,,02-35-08-87-22,commande-publique@rouen.fr,https://www.rouen.fr/,https://www.mpe76.fr,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[306],['Réseaux divers'],non,non
19-133601,fns,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-09-16,,['76'],,Marché de prestations de gardiennage et télésurveillance des bâtiments municipaux ainsi que la sécurité des manifestations organisées par la ville d'Oissel-sur-Seine et son C.C.A.S,COMMUNE DE OISSEL,," BARRE Stéphane, Maire",,,Place du 8 Mai 1945,76350,OISSEL SUR SEINE,,02-32-95-89-89,,,cellule-marches@ville-oissel.fr,http://ville-oissel.fr,https://www.mpe76.fr/,,,,,,,,,,,"[138, 415]","['Gardiennage', 'Télésurveillance']",non,non
19-133379,mapa,cmp2006,appeloffre,initial,2019-09-03,1569668400000.0,2019-11-05,,['77'],,"Prestations de conseils et d'assistance permanente pour toutes les questions relevant de l'assurance de biens, de responsabilité et de personnes liés à la collectivité.",Département de Seine-et-Marne,,Mme COUSOT Hélène,,,Hôtel du Département CS50377,77000,Melun,,,,,,,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}",[20],['Assurance'],non,non
19-133081,mapa,cmp2006,attribution,initial,2019-09-03,,2019-11-02,,['77'],,Les écrits professionnels en travail social pour les professionnel de la Direction générale adjointe de la solidarité du Département de Seine-et-Marne.,Département de Seine-et-Marne,,"M. NICO Adéwalé, Département de Seine-et-Marne",,,Hôtel du Département,77010,Melun,,01-64-14-60-79,,,,https://www.seine-et-marne.fr/,,,,,,,,,,,,[410],['Formation'],non,non
19-133579,fns,cmp2006,attribution,initial,2019-09-03,,2019-10-30,,['77'],,"Prestations pour l'écosystème digital du Département de Seine-et-Marne - Lot 1 - Maintenance évolutive et corrective de développements basés sur le logiciel de gestion de contenus Web "" Drupal """,Département de Seine-et-Marne,,"M. Mulard Sylvain, Juriste marchés publics",,,Hôtel du Département - CS 50377,77010,Melun cedex,,01-64-14-75-49,,,sylvain.mulard@departement77.fr,https://www.seine-et-marne.fr,http://www.maximilien.fr,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '7'}","[118, 163, 171, 274]","['Etude', 'Informatique (prestations de services)', 'Site internet', 'Prestations de services']",non,non
19-133546,fns,cmp2006,attribution,initial,2019-09-03,,2019-11-04,,['77'],,"Enrobé bitumeux à froid pour réparation durable, sans solvant et réactif à l'eau",Ville de Pontault-Combault,, Service marchés publics,,,"107, avenue de la République",77347,PONTAULT COMBAULT CEDEX,,01-70-05-47-53,,01-70-05-49-01,marchespublics@pontault-combault.fr,http://www.maximilien.fr/,http://www.maximilien.fr/,,,,,,,,,,,[199],['Matériaux routiers'],non,non
19-133134,fns,cmp2006,appeloffre,initial,2019-09-03,1569409200000.0,2019-10-25,,['78'],,"Accord cadre à bons de commande pour des missions de CSPS de catégorie I, II et III",HYDREAULYS,, Renault Christiane,,,12 rue Mansart,78000,Versailles,,01-39-23-22-65,,01-39-23-22-74,c.renault@etaso.fr,http://www.etaso.fr/,http://www.etaso.fr/,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '27'}","[234, 274]","[""Mission d'ordonnancement, pilotage, coordination (OPC)"", 'Prestations de services']",non,non
19-133468,mapa,cmp2006,appeloffre,initial,2019-09-03,1569859200000.0,2019-09-30,,"['78', '28']",,Enfouissement de réseaux,MAIRIE DE RAIZEUX,,"M. JEAN-PIERRE ZANNIER, Maire",,,2 route des Ponts,78125,Raizeux,,01-34-83-56-06,,01-34-83-44-45,mairie-de-raizeux@wanadoo.fr,http://Mairie-raizeux.fr,,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[102, 366]","['Eclairage public', 'Voirie et réseaux divers']",non,non
19-133574,mapa,cmp2006,appeloffre,initial,2019-09-03,1569859200000.0,2019-09-30,,"['78', '28']",,Création d'un jardin d'enfants,MAIRIE DE RAIZEUX,,M. ZANNIER Jean-Pierre,,,2 route des Ponts,78125,Raizeux,,01-34-83-56-06,,01-34-83-44-45,mairie-de-raizeux@wanadoo.fr,http://Mairie-raizeux.fr,,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[116, 400]","['Espaces verts', 'Aire de jeux']",non,non
19-133178,fns,cmp2006,attribution,initial,2019-09-03,,2019-11-03,,['78'],,Organisation de séjours pour les seniors,COMMUNE DE VELIZY VILLACOUBLAY,,Mme Level Mathevon Aude,,,2 place de l'hôtel de ville,78146,Vélizy-villacoublay cedex,,,,,,,https://marches.maximilien.fr,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '26'}",[367],['Voyage'],non,non
19-133230,mapa,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-10-20,,"['79', '86', '17', '16', '85', '87']",,Conception et suivi de réalisation muséographique et scénographique de la Maison de la Parthenaise. Lieu Châtillon sur Thouet,Communauté Communes Parthenay-Gâtine,,"M. ARGENTON Xavier, Président",Service Marchés Publics,,CS 80192,79205,Parthenay,,05-49-94-92-26,,,marches-publics@cc-parthenay-gatine.fr,,https://www.achatpublic.com/,,,,,,,,,,,"[118, 409]","['Etude', 'Equipement muséographique']",non,non
19-132518,fns,cmp2006,appeloffre,initial,2019-09-03,1569582000000.0,2019-09-27,,"['80', '60', '2']",,transport et traitement des déchets et transport des bennes cartons,CC DE L EST DE LA SOMME,,Camille LEBUT,,,2 bis rue de Péronne,80400,Ham,,03-23-81-33-21,,,contact@estdelasomme.fr,,http://marchespublics596280.fr,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '27'}","[347, 404]","['Transport', 'Déchets non ménagers (prestations)']",non,non
19-133551,fns,cmp2006,appeloffre,initial,2019-09-03,1570014000000.0,2019-10-02,,['80'],,L'objet du présent marché est le recrutement d'un bureau d'études en charge d'une étude de préfiguration à l'exercice des compétences eau potable et assainissement pour la com,CC DU GRAND ROYE,,"M. R5M Admin, CC GRAND ROYE",,,1136 RUE PASTEUR PROLONGEE,80500,Montdidier,,03-22-37-50-50,,03-22-37-50-55,,https://marchespublics596280.fr/index.php?page=agent.popUpGestionBoamp&amp;serv=0#,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '16'}","[6, 18, 118]","['Alimentation en eau potable', 'Assainissement', 'Etude']",non,non
19-133130,fns,cmp2006,appeloffre,initial,2019-09-03,1570028400000.0,2019-10-02,,['80'],,"Marché de maîtrise d'?uvre pour requalification du site composé des friches CD Industrie, Bricard et Chuchu Decayeux",Commune de Friville Escarbotin,,"Mme DUHAMEL-FORESTIER Elisabeth, DGS",,,50 place jean jaures,80534,Friville escarbotin,,,,,,,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '12'}",[433],"[""Assistance à maîtrise d'ouvrage""]",non,non
19-133518,fns,cmp2006,appeloffre,initial,2019-09-03,1570014000000.0,2019-10-02,,['81'],,Numéro de la consultation : 19AMOTELECOM MISSION D'ASSISTANCE À MAITRISE D'OUVRAGE RELATIF À LA MISE EN CONCURRENCE DES MARCHES DE PRESTATIONS DE SERVICES DE TÉLÉCOMMUNICATION ET A LEURS SUI,COMMUNE DE CASTRES,," BUGIS Pascal, Maire",,,Rue de l'Hôtel de Ville BP 10406,81115,Castres,,,,,correspondre@aws-france.com,http://www.ville-castres.fr,https://www.marches-publics.info,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}",[433],"[""Assistance à maîtrise d'ouvrage""]",non,non
19-133506,fns,cmp2006,appeloffre,initial,2019-09-03,1569423600000.0,2019-09-25,,['82'],,TRAVAUX DE CONSTRUCTION D'UNE MICRO CRECHE,Ville de St Nicolas de La Grave,, Le Maire,,,AU CHATEAU,82210,SAINT NICOLAS DE LA GRAVE,,05-63-95-92-55,,,mj.ferrari@ville-stnicolas82.fr,http://www.ville-stnicolas82.fr,http://www.marchespublics82.com,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[33],['Bâtiment'],non,non
19-133372,fns,cmp2006,appeloffre,initial,2019-09-03,1570028400000.0,2019-10-02,,['83'],,"NOEL CHOEUR DE LUMIERE - FOURNITURE DE PETITS MATERIELS, SAPINS, BULLES, CRECHES ET SCENOGRAPHIE DE NOEL POUR LA COMMUNE DE SANARY SUR MER",COMMUNE DE SANARY SUR MER,, Service Commande Publique,,,1 place de la RépubliqueCS 70001,83112,Sanary sur Mer,,(+33) 4-94-32-97-00,,,emilie.cara@sanarysurmer.com,https://www.sanarysurmer.com/emplois-achats/commande-publique.html,https://www.marches-securises.fr/perso/Sanary-sur-Mer_83/,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '26'}","[170, 230, 231, 274, 358]","['Illumination', 'Mobilier', 'Mobilier urbain', 'Prestations de services', 'Végétaux']",non,non
19-132555,fns,cmp2006,appeloffre,initial,2019-09-03,1569423600000.0,2019-09-25,,['83'],,"fourniture de mobilier urbain sur 4 ans. relance du lot no2 'bancs, corbeilles, cendriers, bornes à vélo, tables de pique-nique'.",Commune de Brignoles,,"M. Oberto Olivier, Responsable Direction de la Commande Publique",,,Direction de la commande publique45 ter rue docteur BarbarouxBP 307,83177,Brignoles Cedex,,04-94-86-22-17,,04-94-59-16-93,achats.publics@brignoles.fr,http://www.brignoles.fr,http://www.marches-securises.fr,,,,,,,,,,"{'travaux': None, 'fournitures': {'achat': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<ACHAT xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'loc': None, 'creditbail': None, 'locvente': None, 'plusieursformes': None}, 'service': None}",[231],['Mobilier urbain'],non,non
19-133168,fns,cmp2006,appeloffre,initial,2019-09-03,1570204800000.0,2019-10-04,,['83'],,Travaux de pose de signalisation horizontale,Ville de Bormes-les-Mimosas,,M. Maire Le,,,"1, place St François Service de la commande publique Place St François",83230,Bormes les mimosas,,04-94-05-34-68,,,n.chenet@ville-bormes.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[322],['Signalisation'],non,oui
19-133114,mapa,cmp2006,appeloffre,initial,2019-09-03,1570204800000.0,2019-10-04,,['83'],,"Fourniture de signalisation verticale, voirie, police, sécurité, plaques de rues et prestations annexes",Ville de Bormes-les-Mimosas,,M. Maire Le,,,Service de la commande publique Place St François,83230,Bormes les mimosas,,04-94-05-34-68,,,service.marches@ville-bormes.fr,,,,,,,,,,,,"{'travaux': None, 'fournitures': {'achat': None, 'loc': None, 'creditbail': None, 'locvente': None, 'plusieursformes': None}, 'service': None}",[322],['Signalisation'],non,non
19-133200,fns,cmp2006,appeloffre,initial,2019-09-03,1570204800000.0,2019-10-04,,['83'],,"Marché de surveillance, de gardiennage, filtrage et sécurité incendie pour la ville de Bormes les Mimosas",Ville de Bormes-les-Mimosas,,M. Maire Le,,,Service de la commande publique Place St François,83230,Bormes les mimosas,,04-94-05-34-68,,,service.marches@ville-bormes.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '27'}",[331],['Surveillance'],non,non
19-133150,fns,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-09-20,,"['83', '6', '13']",,Numéro de la consultation : 2019PA20 Travaux d'entretien et d'aménagement de la voirie communale,COMMUNE DE LA CRAU,," SIMON Christian, Maire",,,"Hôtel de Ville, Boulevard de la République",83260,LA CRAU,,04-94-01-56-73,,,correspondre@aws-france.com,http://www.villedelacrau.fr,http://agysoft.marches-publics.info/,,,,,,,,,,,"[48, 306, 366]","['Canalisations', 'Réseaux divers', 'Voirie et réseaux divers']",non,non
19-133374,fns,cmp2006,appeloffre,initial,2019-09-03,1569582000000.0,2019-10-03,,['83'],,Aménagement de voirie avenue Jean Monnet à Draguignan,Ville de Draguignan (83),, Monsieur le Maire,,,28 Rue Georges Cisson,83300,Draguignan,,(+33) 4-94-60-20-94,,,mp@ville-draguignan.fr,http://www.ville-draguignan.fr,https://www.marches-securises.fr,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[48, 102, 365, 366]","['Canalisations', 'Eclairage public', 'Voirie', 'Voirie et réseaux divers']",non,non
19-133519,fns,cmp2006,appeloffre,initial,2019-09-03,1569942000000.0,2019-10-01,,"['83', '4', '5', '6', '13', '30', '34']",,Marché d'Assistance Technique au suivi du plan local d'urbanisme,COMMUNE DE SAINT MAXIMIN LA STE BAUME,," LANFRANCHI Horace, Maire",,,"Hôtel de ville, Parvis Charles II d'Anjou",83470,SAINT MAXIMIN LA SAINTE BAUME,,04-94-72-93-00,,,correspondre@aws-france.com,http://www.st-maximin.fr,http://agysoft.marches-publics.info/,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}",[19],['Assistance technique'],non,non
19-128086,fns,cmp2006,appeloffre,initial,2019-09-03,1569582000000.0,2019-09-27,,"['84', '13']",,transformation de la maison pezet en maison des associations,Mairie d'Eygalieres,,Monsieur le Maire,,,"conducteur d'opération Citadis, 6 passage de l'Oratoire",84000,Avignon,,,,,,,https://www.achatpublic.com,,,,,,,,,,"{'travaux': {'execution': '<?xml version=""1.0"" encoding=""UTF-16""?>\n<EXECUTION xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""/>', 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[33, 57, 61, 63, 74, 105, 144, 169, 222, 264, 270, 308, 309, 321, 345, 360]","['Bâtiment', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Gros oeuvre', 'Isolation', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols', 'Revêtements muraux', 'Serrurerie', ""Tous corps d'état"", 'Ventilation']",non,non
19-130213,fns,cmp2006,appeloffre,initial,2019-09-03,1572015600000.0,2019-10-25,,['84'],,nettoyage de locaux,Mairie de châteauneuf de gadagne,,Secrétariat,,,Place de la Pastière,84470,chateauneuf de gadagne,,04-90-22-41-10,,,contact@chateauneufdegadagne.com,,http://www.synapse-entreprises.com,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '14'}",[239],['Nettoyage de locaux'],non,non
19-122880,mapa,cmp2006,appeloffre,initial,2019-09-03,1569582000000.0,2019-10-24,,"['84', '26']",,Marché de maîtrise d'oeuvre en bâtiment pour la construction d'une micro-crèche de 10 places dans le village de Roussas (26230).,CC Enclave des Papes-Pays de Grignan,,Patrick ADRIEN,,,Espace Germain Aubert17A rue de Tourville,84600,Valreas,,04-90-35-01-52,,,commande-publique@cceppg.fr,http://www.cceppg.fr,http://cceppg.synapse-entreprises.com,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}",[197],"[""Maîtrise d'oeuvre""]",non,non
19-133510,fns,cmp2006,appeloffre,initial,2019-09-03,1569513600000.0,2019-09-26,,['85'],,Mise à disposition à titre d'abonnements de divers produits standardisés ADOBE,Département de la Vendée,, le Président du Conseil départemental,,,40 rue du Maréchal Foch,85923,LA ROCHE SUR YON,,02-28-85-83-84,,,marchespublics@vendee.fr,http://vendee.fr,http://marchespublics.vendee.fr,,,,,,,,,,"{'travaux': None, 'fournitures': {'achat': None, 'loc': None, 'creditbail': None, 'locvente': None, 'plusieursformes': None}, 'service': None}",[186],['Logiciel'],non,non
19-133353,mapa,cmp2006,appeloffre,initial,2019-09-03,1569927600000.0,2019-10-02,,"['23', '3', '18', '19', '36', '63', '86', '87']",,Travaux de restructuration de L'Atelier Canopé de Guéret sis 1 Rue Marc Purat - 23000 Guéret,Réseau Canopé,,"Mme GALIPAUD Renée, Réseau Canopé",,,1 avenue du Futuroscope,86961,Futuroscope,,05-49-49-78-78,,,,http://www.reseau-canope.fr,,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}",[33],['Bâtiment'],non,non
19-133646,fns,cmp2006,appeloffre,initial,2019-09-03,1569841200000.0,2019-10-10,,"['86', '75', '77', '78']",,Prestations de restauration et report de films inversibles double bande,Réseau Canopé,,"M. KORE Alex, Réseau Canopé",,,1 avenue du Futuroscope,86961,Futuroscope,,05-49-49-78-78,,,,http://www.reseau-canope.fr,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '1'}",[278],"[""Produits d'entretien""]",non,oui
19-132077,mapa,cmp2006,appeloffre,initial,2019-09-03,1569423600000.0,2019-09-25,,['88'],,travaux dans les équipements sportifsprogramme 2019centre hippique et centre aquatique,Commune de Remiremont,,Mme Andrée-Anne RAVET,,,1 place de l'AbbayeBP 30107Pôle technique et cadre de vie,88204,Remiremont cedex,,,,,,,,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[53, 63, 74]","['Carrelage', 'Cloison, faux plafond', 'Couverture']",non,non
19-133181,fns,cmp2006,appeloffre,initial,2019-09-03,1570618800000.0,2019-10-09,,['89'],,Formation obligatoire des assistants maternels du département de l?Yonne ? Années 2020-2021-2022,DEPARTEMENT DE L YONNE,,"Mme Domatti Amandine, SCP",,,16-18 Boulevard de la marne,89089,Auxerre,,03-86-72-86-35,,,scp@yonne.fr,http://www.yonne.fr,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': '27'}",[410],['Formation'],non,non
19-133628,fns,cmp2006,appeloffre,initial,2019-09-03,1569427200000.0,2019-09-25,,['89'],,"CONSTRUCTION EN EXTENSION DE 4 LOGEMENTS, EXTENSION ET RESTRUCTURATION DES LOCAUX DE SERVICE ET TECHNIQUES POUR LA GENDARMERIE DE VILLENEUVE SUR YONNE",SIE de Villeneuve sur Yonne,, LONGEAU Romain,,,"99, rue Carnot",89500,Villeneuve sur yonne,,03-86-87-02-29,,,stm.electricite.vsy@gmail.com,,,,,,,,,,,,"{'travaux': {'execution': None, 'conceptrealisation': None, 'executionouvrage': None}, 'fournitures': None, 'service': None}","[5, 61, 64, 105, 116, 144, 222, 264, 270, 308, 309, 319, 321, 341, 363, 412]","['Alarme', 'Chauffage (travaux)', 'Clôture', 'Electricité (travaux)', 'Espaces verts', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols', 'Revêtements muraux', 'Sanitaire', 'Serrurerie', 'Terrassement', 'Vitrerie', 'Porte automatique, portail']",non,non
19-133550,mapa,cmp2006,appeloffre,initial,2019-09-03,1569236400000.0,2019-09-24,,['91'],,DRIM'IN'SACLAY 2020,CCI de l'Essonne,,"Mme LEMBA-DAVID Deltrey, Chambre de Commerce et d'industrie de l'Essonne",,,2 cours Monseigneur Roméro - cs 50135,91004,Evry cedex,,01-60-79-94-88,,,juridique@essonne.cci.fr,http://essonne.cci.fr,,,,,,,,,,,"{'travaux': None, 'fournitures': None, 'service': ''}",[274],['Prestations de services'],non,non
19-133411,fns,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-09-19,,['91'],,Le présent accord cadre a pour objet de réaliser tous les diagnostics obligatoires avant travaux et mise à jour DTA des bâtiments du campus des écoles Institut Mines-Télécom Business School et Télé..,Télécom SudParis / Ecole de Management,,"Mme Charpy Lydia, Resp marches publics",,,9 rue Charles Fourier 9 rue Charles Fourier,91011,Evry,,01-60-76-40-09,,,lydia.charpy@imtbs-tsp.eu,,,,,,,,,,,,,[33],['Bâtiment'],non,non
19-133382,fns,cmp2006,appeloffre,rectificatif,2019-09-03,,2019-09-12,,['91'],,MISE A DISPOSITION D'UNE UNITÉ DE DÉPISTAGE RADIOLOGIQUE,Conseil général de l'Essonne,,Mlle HEMMELER Marine,,,Boulevard de France - Évry-Courcouronnes,91012,Evry cedex,,,,,,http://Essonne.fr,http://Maximilien.fr,,,,,,,,,,,[274],['Prestations de services'],non,non
